P_shower
16069.28764083543
16071.766515831972
16074.863732021531
16078.578371632108
16082.909333935815
16087.855335575052
16093.414910942789
16099.586412616864
16106.368011848133
16113.757699102385
16121.753284655812
16130.352399243846
16139.552494763257
16149.350845027182
16159.74454657298
16170.730519522562
16182.305508495048
16194.466083571398
16207.208641310772
16220.529405818303
16234.424429863977
16248.889596052297
16263.920618042335
16279.513041817878
16295.66224700725
16312.363448252427
16329.611696627037
16347.401881102838
16365.72873006423
16384.586812870333
16403.970541464227
16423.87417202879
16444.291806688736
16465.217395258263
16486.644737033865
16508.56748263174
16530.979135869227
16553.873055689794
16577.24245813091
16601.08041833427
16625.37987259781
16650.133620468794
16675.334326877513
16700.974524310775
16727.046615024716
16753.542873296185
16780.45544771201
16807.77636349558
16835.497524869905
16863.61071745661
16892.107610709987
16920.97976038556
16950.218611042263
16979.81549857762
17009.76165279511
17040.04820000294
17070.666165643535
17101.606476952886
17132.859965649008
17164.41737064869
17196.269340811774
17228.406437712074
17260.8191384342
17293.497838395408
17326.43285419164
17359.614426466913
17393.032722805245
17426.677840644206
17460.539810209266
17494.60859746803
17528.874107103577
17563.326185505888
17597.9546237806
17632.749160774103
17667.69948611416
17702.795243265085
17738.02603259661
17773.381414465504
17808.850912309095
17844.42401574967
17880.09018370896
17915.838847531646
17951.65941411713
17987.541269058453
18023.47377978761
18059.44629872618
18095.44816644045
18131.468714800034
18167.497270139065
18203.52315641904
18239.53569839235
18275.52422476559
18311.478071361707
18347.386584279997
18383.23912305312
18419.02506380008
18454.7338023743
18490.354757505887
18525.877373937074
18561.291125549975
18596.58551848569
18631.750094253875
18666.774432831822
18701.64815575212
18736.36092917803
18770.90246696563
18805.262533711793
18839.430947787205
18873.397584353348
18907.15237836276
18940.68532754148
18973.98649535297
19007.0460139425
19039.854087061245
19072.40099296907
19104.67708731534
19136.672805996724
19168.378667991255
19199.785278167757
19230.883330069817
19261.663608673512
19292.116993117997
19322.234459408224
19352.007083088938
19381.426041889204
19410.482618336613
19439.16820234047
19467.474293743147
19495.392504838874
19522.914562859172
19550.03231242428
19576.737717959746
19603.02286607757
19628.87996792107
19654.301361472943
19679.279513825633
19703.80702341353
19727.87662220619
19751.481177862028
19774.613695841777
19797.267321481122
19819.435342021872
19841.111188601124
19862.288438197727
19882.96081553559
19903.122194943153
19922.766602168587
19941.88821615007
19960.481370740694
19978.540556387485
19996.060421763985
20013.03577535598
20029.46158699983
20045.332989373062
20060.64527943661
20075.393919828457
20089.574540208167
20103.182938551872
20116.215082397448
20128.66711003942
20140.535331673254
20151.81623048875
20162.506463712125
20172.60286359656
20182.10243836087
20191.002373076044
20199.300030499337
20206.99295185578
20214.078857566754
20220.555647925463
20226.421403719145
20231.67438679777
20236.313040589077
20240.33599055984
20243.742044623163
20246.53019349171
20248.699610976808
20250.24965423323
20251.17986394971
20251.489964485027
20251.17986394971
20250.24965423323
20248.699610976808
20246.53019349171
20243.742044623163
20240.33599055984
20236.313040589077
20231.67438679777
20226.421403719145
20220.555647925463
20214.078857566754
20206.99295185578
20199.300030499337
20191.002373076044
20182.10243836087
20172.60286359656
20162.506463712125
20151.81623048875
20140.535331673254
20128.66711003942
20116.215082397448
20103.182938551872
20089.574540208167
20075.393919828457
20060.64527943661
20045.332989373062
20029.46158699983
20013.03577535598
19996.060421763985
19978.540556387485
19960.481370740694
19941.88821615007
19922.766602168587
19903.122194943153
19882.96081553559
19862.288438197727
19841.111188601124
19819.435342021872
19797.267321481122
19774.613695841777
19751.481177862028
19727.87662220619
19703.80702341353
19679.279513825633
19654.301361472943
19628.87996792107
19603.02286607757
19576.737717959746
19550.03231242428
19522.914562859172
19495.392504838874
19467.474293743147
19439.16820234047
19410.482618336613
19381.426041889204
19352.007083088938
19322.234459408224
19292.116993117997
19261.663608673512
19230.883330069817
19199.785278167757
19168.378667991255
19136.672805996724
19104.67708731534
19072.40099296907
19039.854087061245
19007.0460139425
18973.98649535297
18940.68532754148
18907.15237836276
18873.397584353348
18839.430947787205
18805.262533711793
18770.90246696563
18736.36092917803
18701.64815575212
18666.774432831822
18631.750094253875
18596.58551848569
18561.291125549975
18525.877373937074
18490.354757505887
18454.7338023743
18419.02506380008
18383.23912305312
18347.386584279997
18311.478071361707
18275.52422476559
18239.53569839235
18203.52315641904
18167.497270139065
18131.468714800034
18095.44816644045
18059.44629872618
18023.47377978761
17987.541269058453
17951.65941411713
17915.838847531646
17880.09018370896
17844.42401574967
17808.850912309095
17773.381414465504
17738.02603259661
17702.795243265085
17667.69948611416
17632.749160774103
17597.9546237806
17563.326185505888
17528.874107103577
17494.60859746803
17460.539810209266
17426.677840644206
17393.032722805245
17359.614426466913
17326.43285419164
17293.497838395408
17260.8191384342
17228.406437712074
17196.269340811774
17164.41737064869
17132.859965649008
17101.606476952886
17070.666165643535
17040.04820000294
17009.76165279511
16979.81549857762
16950.218611042263
16920.97976038556
16892.107610709987
16863.61071745661
16835.497524869905
16807.77636349558
16780.45544771201
16753.542873296185
16727.046615024716
16700.974524310775
16675.334326877513
16650.133620468794
16625.37987259781
16601.08041833427
16577.24245813091
16553.873055689794
16530.979135869227
16508.56748263174
16486.644737033865
16465.217395258263
16444.291806688736
16423.87417202879
16403.970541464227
16384.586812870333
16365.72873006423
16347.401881102838
16329.611696627037
16312.363448252427
16295.66224700725
16279.513041817878
16263.920618042335
16248.889596052297
16234.424429863977
16220.529405818303
16207.208641310772
16194.466083571398
16182.305508495048
16170.730519522562
16159.74454657298
16149.350845027182
16139.552494763257
16130.352399243846
16121.753284655812
16113.757699102385
16106.368011848133
16099.586412616864
16093.414910942789
16087.855335575052
16082.909333935815
16078.578371632108
16074.863732021531
16071.766515831972
16069.28764083543
16067.427841576062
16066.187669152529
16065.567491054686
16065.567491054686
16066.187669152529
16067.427841576062
