P_handwash
8034.643820417715
8035.883257915986
8037.431866010766
8039.289185816054
8041.4546669679075
8043.927667787526
8046.7074554713945
8049.793206308432
8053.184005924067
8056.878849551193
8060.876642327906
8065.176199621923
8069.776247381628
8074.675422513591
8079.87227328649
8085.365259761281
8091.152754247524
8097.233041785699
8103.604320655386
8110.264702909151
8117.2122149319885
8124.444798026148
8131.960309021168
8139.756520908939
8147.831123503625
8156.181724126213
8164.805848313518
8173.700940551419
8182.864365032115
8192.293406435167
8201.985270732113
8211.937086014395
8222.145903344368
8232.608697629132
8243.322368516932
8254.28374131587
8265.489567934614
8276.936527844897
8288.621229065455
8300.540209167135
8312.689936298904
8325.066810234397
8337.667163438757
8350.487262155388
8363.523307512358
8376.771436648092
8390.227723856005
8403.88818174779
8417.748762434952
8431.805358728305
8446.053805354994
8460.48988019278
8475.109305521131
8489.90774928881
8504.880826397555
8520.02410000147
8535.333082821768
8550.803238476443
8566.429982824504
8582.208685324345
8598.134670405887
8614.203218856037
8630.4095692171
8646.748919197704
8663.21642709582
8679.807213233456
8696.516361402622
8713.338920322103
8730.269905104633
8747.304298734016
8764.437053551788
8781.663092752944
8798.9773118903
8816.374580387052
8833.84974305708
8851.397621632543
8869.013016298304
8886.690707232752
8904.425456154548
8922.212007874836
8940.04509185448
8957.919423765823
8975.829707058565
8993.770634529226
9011.736889893806
9029.72314936309
9047.724083220224
9065.734357400017
9083.748635069533
9101.76157820952
9119.767849196174
9137.762112382796
9155.739035680854
9173.693292139998
9191.61956152656
9209.51253190004
9227.36690118715
9245.177378752944
9262.938686968537
9280.645562774987
9298.292759242844
9315.875047126938
9333.387216415911
9350.82407787606
9368.180464589015
9385.451233482814
9402.631266855897
9419.715473893602
9436.698792176674
9453.57618918138
9470.34266377074
9486.993247676484
9503.52300697125
9519.927043530623
9536.200496484535
9552.33854365767
9568.336402998362
9584.189333995628
9599.892639083879
9615.441665034909
9630.831804336756
9646.058496558999
9661.117229704112
9676.003541544469
9690.713020944602
9705.241309168307
9719.584101170234
9733.737146871574
9747.696252419437
9761.457281429586
9775.01615621214
9788.368858979873
9801.511433038784
9814.439983960536
9827.150680736471
9839.639756912817
9851.903511706765
9863.938311103095
9875.740588931014
9887.306847920889
9898.633660740561
9909.717671010936
9920.555594300562
9931.144219098864
9941.480407767795
9951.561097471576
9961.383301084294
9970.944108075035
9980.240685370347
9989.270278193742
9998.030210881992
10006.51788767799
10014.730793499915
10022.666494686531
10030.322639718304
10037.696959914229
10044.787270104083
10051.591469275936
10058.107541198724
10064.33355501971
10070.267665836627
10075.908115244374
10081.253231856062
10086.30143179828
10091.051219180436
10095.501186538022
10099.650015249668
10103.49647592789
10107.039428783377
10110.277823962731
10113.210701859573
10115.837193398886
10118.156520294538
10120.16799527992
10121.871022311581
10123.265096745856
10124.349805488404
10125.124827116615
10125.589931974855
10125.744982242513
10125.589931974855
10125.124827116615
10124.349805488404
10123.265096745856
10121.871022311581
10120.16799527992
10118.156520294538
10115.837193398886
10113.210701859573
10110.277823962731
10107.039428783377
10103.49647592789
10099.650015249668
10095.501186538022
10091.051219180436
10086.30143179828
10081.253231856062
10075.908115244374
10070.267665836627
10064.33355501971
10058.107541198724
10051.591469275936
10044.787270104083
10037.696959914229
10030.322639718304
10022.666494686531
10014.730793499915
10006.51788767799
9998.030210881992
9989.270278193742
9980.240685370347
9970.944108075035
9961.383301084294
9951.561097471576
9941.480407767795
9931.144219098864
9920.555594300562
9909.717671010936
9898.633660740561
9887.306847920889
9875.740588931014
9863.938311103095
9851.903511706765
9839.639756912817
9827.150680736471
9814.439983960536
9801.511433038784
9788.368858979873
9775.01615621214
9761.457281429586
9747.696252419437
9733.737146871574
9719.584101170234
9705.241309168307
9690.713020944602
9676.003541544469
9661.117229704112
9646.058496558999
9630.831804336756
9615.441665034909
9599.892639083879
9584.189333995628
9568.336402998362
9552.33854365767
9536.200496484535
9519.927043530623
9503.52300697125
9486.993247676484
9470.34266377074
9453.57618918138
9436.698792176674
9419.715473893602
9402.631266855897
9385.451233482814
9368.180464589015
9350.82407787606
9333.387216415911
9315.875047126938
9298.292759242844
9280.645562774987
9262.938686968537
9245.177378752944
9227.36690118715
9209.51253190004
9191.61956152656
9173.693292139998
9155.739035680854
9137.762112382796
9119.767849196174
9101.76157820952
9083.748635069533
9065.734357400017
9047.724083220224
9029.72314936309
9011.736889893806
8993.770634529226
8975.829707058565
8957.919423765823
8940.04509185448
8922.212007874836
8904.425456154548
8886.690707232752
8869.013016298304
8851.397621632543
8833.84974305708
8816.374580387052
8798.9773118903
8781.663092752944
8764.437053551788
8747.304298734016
8730.269905104633
8713.338920322103
8696.516361402622
8679.807213233456
8663.21642709582
8646.748919197704
8630.4095692171
8614.203218856037
8598.134670405887
8582.208685324345
8566.429982824504
8550.803238476443
8535.333082821768
8520.02410000147
8504.880826397555
8489.90774928881
8475.109305521131
8460.48988019278
8446.053805354994
8431.805358728305
8417.748762434952
8403.88818174779
8390.227723856005
8376.771436648092
8363.523307512358
8350.487262155388
8337.667163438757
8325.066810234397
8312.689936298904
8300.540209167135
8288.621229065455
8276.936527844897
8265.489567934614
8254.28374131587
8243.322368516932
8232.608697629132
8222.145903344368
8211.937086014395
8201.985270732113
8192.293406435167
8182.864365032115
8173.700940551419
8164.805848313518
8156.181724126213
8147.831123503625
8139.756520908939
8131.960309021168
8124.444798026148
8117.2122149319885
8110.264702909151
8103.604320655386
8097.233041785699
8091.152754247524
8085.365259761281
8079.87227328649
8074.675422513591
8069.776247381628
8065.176199621923
8060.876642327906
8056.878849551193
8053.184005924067
8049.793206308432
8046.7074554713945
8043.927667787526
8041.4546669679075
8039.289185816054
8037.431866010766
8035.883257915986
8034.643820417715
8033.713920788031
8033.093834576264
8032.783745527343
8032.783745527343
8033.093834576264
8033.713920788031
