P_cooking
11522.977153751048
11524.216591249318
11525.7651993441
11527.622519149387
11529.788000301241
11532.261001120858
11535.040788804727
11538.126539641764
11541.5173392574
11545.212182884527
11549.209975661239
11553.509532955257
11558.109580714961
11563.008755846924
11568.205606619822
11573.698593094614
11579.486087580857
11585.566375119031
11591.937653988718
11598.598036242483
11605.545548265321
11612.778131359482
11620.2936423545
11628.089854242271
11636.16445683696
11644.515057459548
11653.139181646851
11662.034273884754
11671.197698365448
11680.6267397685
11690.318604065445
11700.270419347731
11710.479236677702
11720.942030962464
11731.655701850266
11742.617074649203
11753.822901267948
11765.26986117823
11776.954562398787
11788.873542500469
11801.023269632236
11813.400143567731
11826.00049677209
11838.820595488722
11851.856640845692
11865.104769981426
11878.56105718934
11892.221515081123
11906.082095768286
11920.138692061637
11934.387138688327
11948.823213526111
11963.442638854465
11978.241082622144
11993.21415973089
12008.357433334804
12023.6664161551
12039.136571809775
12054.763316157836
12070.54201865768
12086.468003739219
12102.536552189371
12118.742902550432
12135.082252531038
12151.549760429152
12168.14054656679
12184.849694735956
12201.672253655437
12218.603238437965
12235.637632067348
12252.770386885122
12269.996426086278
12287.310645223632
12304.707913720385
12322.183076390413
12339.730954965877
12357.346349631638
12375.024040566084
12392.75878948788
12410.545341208168
12428.378425187811
12446.252757099157
12464.163040391897
12482.103967862562
12500.070223227138
12518.056482696422
12536.057416553558
12554.06769073335
12572.081968402867
12590.094911542852
12608.101182529508
12626.095445716128
12644.072369014186
12662.026625473332
12679.952894859893
12697.845865233374
12715.700234520484
12733.510712086278
12751.27202030187
12768.978896108321
12786.626092576178
12804.20838046027
12821.720549749243
12839.157411209391
12856.51379792235
12873.784566816148
12890.96460018923
12908.048807226933
12925.03212551001
12941.909522514712
12958.675997104074
12975.326581009815
12991.856340304586
13008.260376863955
13024.533829817869
13040.671876991006
13056.669736331698
13072.522667328962
13088.225972417213
13103.774998368242
13119.16513767009
13134.391829892333
13149.450563037446
13164.336874877803
13179.046354277934
13193.57464250164
13207.917434503568
13222.07048020491
13236.02958575277
13249.79061476292
13263.349489545471
13276.702192313207
13289.844766372116
13302.77331729387
13315.484014069805
13327.97309024615
13340.236845040097
13352.271644436429
13364.073922264348
13375.640181254223
13386.966994073895
13398.051004344268
13408.888927633896
13419.477552432196
13429.813741101128
13439.894430804909
13449.716634417628
13459.277441408367
13468.574018703679
13477.603611527076
13486.363544215326
13494.851221011322
13503.06412683325
13510.999828019863
13518.655973051636
13526.030293247562
13533.120603437415
13539.92480260927
13546.440874532058
13552.666888353042
13558.60099916996
13564.241448577708
13569.586565189395
13574.634765131614
13579.38455251377
13583.834519871354
