P_cooking
13587.983348583002
13591.829809261222
13595.372762116709
13598.611157296064
13601.544035192906
13604.170526732216
13606.489853627872
13608.501328613254
13610.204355644915
13611.59843007919
13612.683138821736
13613.458160449949
13613.923265308187
13614.078315575847
13613.923265308187
13613.458160449949
13612.683138821736
13611.59843007919
13610.204355644915
13608.501328613254
13606.489853627872
13604.170526732216
13601.544035192906
13598.611157296064
13595.372762116709
13591.829809261222
13587.983348583002
13583.834519871354
13579.38455251377
13574.634765131614
13569.586565189395
13564.241448577708
13558.60099916996
13552.666888353042
13546.440874532058
13539.92480260927
13533.120603437415
13526.030293247562
13518.655973051636
13510.999828019863
13503.06412683325
13494.851221011322
13486.363544215326
13477.603611527076
13468.574018703679
13459.277441408367
13449.716634417628
13439.894430804909
13429.813741101128
13419.477552432196
13408.888927633896
13398.051004344268
13386.966994073895
13375.640181254223
13364.073922264348
13352.271644436429
13340.236845040097
13327.97309024615
13315.484014069805
13302.77331729387
13289.844766372116
13276.702192313207
13263.349489545471
13249.79061476292
13236.02958575277
13222.07048020491
13207.917434503568
13193.57464250164
13179.046354277934
13164.336874877803
13149.450563037446
13134.391829892333
13119.16513767009
13103.774998368242
13088.225972417213
13072.522667328962
13056.669736331698
13040.671876991006
13024.533829817869
13008.260376863955
12991.856340304586
12975.326581009815
12958.675997104074
12941.909522514712
12925.03212551001
12908.048807226933
12890.96460018923
12873.784566816148
12856.51379792235
12839.157411209391
12821.720549749243
12804.20838046027
12786.626092576178
12768.978896108321
12751.27202030187
12733.510712086278
12715.700234520484
12697.845865233374
12679.952894859893
12662.026625473332
12644.072369014186
12626.095445716128
12608.101182529508
12590.094911542852
12572.081968402867
12554.06769073335
12536.057416553558
12518.056482696422
12500.070223227138
12482.103967862562
12464.163040391897
12446.252757099157
12428.378425187811
12410.545341208168
12392.75878948788
12375.024040566084
12357.346349631638
12339.730954965877
12322.183076390413
12304.707913720385
12287.310645223632
12269.996426086278
12252.770386885122
12235.637632067348
12218.603238437965
12201.672253655437
12184.849694735956
12168.14054656679
12151.549760429152
12135.082252531038
12118.742902550432
12102.536552189371
12086.468003739219
12070.54201865768
12054.763316157836
12039.136571809775
12023.6664161551
12008.357433334804
11993.21415973089
11978.241082622144
11963.442638854465
11948.823213526111
11934.387138688327
11920.138692061637
11906.082095768286
11892.221515081123
11878.56105718934
11865.104769981426
11851.856640845692
11838.820595488722
11826.00049677209
11813.400143567731
11801.023269632236
11788.873542500469
11776.954562398787
11765.26986117823
11753.822901267948
11742.617074649203
11731.655701850266
11720.942030962464
11710.479236677702
11700.270419347731
11690.318604065445
11680.6267397685
11671.197698365448
11662.034273884754
11653.139181646851
11644.515057459548
11636.16445683696
11628.089854242271
11620.2936423545
11612.778131359482
11605.545548265321
11598.598036242483
11591.937653988718
11585.566375119031
11579.486087580857
11573.698593094614
11568.205606619822
11563.008755846924
11558.109580714961
11553.509532955257
11549.209975661239
11545.212182884527
11541.5173392574
11538.126539641764
11535.040788804727
11532.261001120858
11529.788000301241
11527.622519149387
11525.7651993441
11524.216591249318
11522.977153751048
11522.047254121364
11521.427167909598
11521.117078860676
11521.117078860676
11521.427167909598
11522.047254121364
