,Demand,Lost Load,Electric resistance production,Curtailment
2017-01-01 00:00:00,0.006,0.004262535004678519,0.9369726245036389,0.9352351595083175
2017-01-01 00:01:00,0.006,0.004262372812355614,0.9378975824348998,0.9361599552472555
2017-01-01 00:02:00,0.006,0.004262265029293916,0.937734483854598,0.935996748883892
2017-01-01 00:03:00,0.006,0.004262371776145912,0.9272323217005294,0.9254946934766753
2017-01-01 00:04:00,0.006,0.004281151577470443,1.2290229086830777,1.2273040602605483
2017-01-01 00:05:00,0.006,0.004262256656326319,0.9312298704238771,0.9294921270802033
2017-01-01 00:06:00,0.006,0.004262154883276026,0.9311792352581136,0.9294413901413897
2017-01-01 00:07:00,0.006,0.004262152514369455,0.9340865635866322,0.9323487161010017
2017-01-01 00:08:00,0.006,0.004262123668836326,0.9348033682163503,0.9330654918851867
2017-01-01 00:09:00,0.006,0.004262562632203343,1.1254128194417774,1.1236753820739807
2017-01-01 00:10:00,0.006,0.01329922762025415,0.00017139846894263788,0.007470626089196788
2017-01-01 00:11:00,0.006,0.012675158432422062,0.00016624170041358924,0.006841400132835651
2017-01-01 00:12:00,0.006,0.004336863507582249,98.66548559163587,98.66382245514346
2017-01-01 00:13:00,0.006,0.00426204836574548,0.9304961558734419,0.9287582042391874
2017-01-01 00:14:00,0.006,0.004262048573602212,0.9325698448382553,0.9308318934118576
2017-01-01 00:15:00,0.006,0.004262017840037324,0.9324865086079939,0.9307485264480312
2017-01-01 00:16:00,0.006,0.004280009172536042,1.3228832315010095,1.3211632406735456
2017-01-01 00:17:00,0.006,0.0042619186528725095,0.9332557585416055,0.931517677194478
2017-01-01 00:18:00,0.006,0.004261966438599385,0.9299059938013414,0.9281679602399409
2017-01-01 00:19:00,0.006,0.004261972932745939,0.931607757325807,0.929869730258553
2017-01-01 00:20:00,0.006,0.004261883432597147,0.9302713390256514,0.9285332224582485
2017-01-01 00:21:00,0.006,0.004261859182221661,0.9311423000042396,0.9294041591864612
2017-01-01 00:22:00,0.006,0.004261777620339219,0.9374737760322063,0.9357355536525455
2017-01-01 00:23:00,0.006,0.004261843208294203,0.9312421655311027,0.929504008739397
2017-01-01 00:24:00,0.006,0.004261974171152538,0.9509597988222822,0.9492217729934348
2017-01-01 00:25:00,0.006,0.004262121003840463,1.024643046232086,1.0229051672359264
2017-01-01 00:26:00,0.006,0.0042617732673067565,0.9344455546729051,0.9327073279402119
2017-01-01 00:27:00,0.006,0.0042631281347010885,1.5734603966364773,1.5717235247711785
2017-01-01 00:28:00,0.006,0.004261849784029742,0.9299875720311093,0.928249421815139
2017-01-01 00:29:00,0.006,0.0042627984256506934,0.8083633887601991,0.8066261871858498
2017-01-01 00:30:00,0.006,0.004267472078568035,2.5165247722547406,2.5147922443333086
2017-01-01 00:31:00,0.006,0.004266330804798907,1.1158614170780083,1.1141277478828073
2017-01-01 00:32:00,0.006,0.004261717903429996,0.937672883917088,0.935934601820518
2017-01-01 00:33:00,0.006,0.0042616914360597835,0.9376610849021034,0.9359227763381632
2017-01-01 00:34:00,0.006,0.004261690158961939,0.9375471360558549,0.9358088262148169
2017-01-01 00:35:00,0.006,0.004261681827789049,0.9371591077268562,0.9354207895546452
2017-01-01 00:36:00,0.006,0.004261681610978285,0.9374745703411236,0.9357362519521019
2017-01-01 00:37:00,0.006,0.004261675882863913,0.9370985679337167,0.9353602438165807
2017-01-01 00:38:00,0.006,0.004261685065953341,0.9371818617951817,0.9354435468611351
2017-01-01 00:39:00,7523.221056642096,75.20514475595085,7448.020251203589,0.004339317443736945
2017-01-01 00:40:00,7523.221056642096,75.20514838338921,7448.020249878058,0.00434161935118027
2017-01-01 00:41:00,7523.221056642096,75.20514946961393,7448.020248170038,0.0043409975560280145
2017-01-01 00:42:00,7523.221056642096,75.20513972122966,7448.020253873753,0.004336952886660583
2017-01-01 00:43:00,7523.221056642096,75.20495360547302,7448.020337767846,0.004234731222823029
2017-01-01 00:44:00,7523.221056642096,75.20514427362198,7448.020251172007,0.004338803532846214
2017-01-01 00:45:00,7523.221056642096,75.20514531800625,7448.020250619995,0.004339295905083418
2017-01-01 00:46:00,7523.221056642096,75.20514919943612,7448.020248144066,0.0043407014054537285
2017-01-01 00:47:00,7523.221056642096,75.20514461812442,7448.020251115277,0.004339091304245812
2017-01-01 00:48:00,7523.221056642096,75.20514763488646,7448.020250345357,0.004341338147241913
2017-01-01 00:49:00,7523.221056642096,75.20514233613156,7448.020252357884,0.004338051919148711
2017-01-01 00:50:00,7523.221056642096,75.20514204039215,7448.020252366265,0.004337764560659707
2017-01-01 00:51:00,7523.221056642096,75.2051419808056,7448.020252761298,0.0043381000077715726
2017-01-01 00:52:00,7523.221056642096,75.20514519340692,7448.020251336843,0.004339888153481297
2017-01-01 00:53:00,0.006,0.004261640538193445,0.9370675547095431,0.9353291952477365
2017-01-01 00:54:00,0.006,0.004261644786570817,0.9367857041886936,0.9350473489752644
2017-01-01 00:55:00,0.006,0.00426164620319372,0.9370736283048302,0.9353352745080239
2017-01-01 00:56:00,0.006,0.0042616650539064604,0.9373052381022831,0.9355669031561895
2017-01-01 00:57:00,0.006,0.0042616739471487974,0.9372364784500462,0.935498152397195
2017-01-01 00:58:00,0.006,0.004261687214746762,0.9371395047321727,0.9354011919469194
2017-01-01 00:59:00,0.006,0.004261727731496079,0.9382994619694784,0.9365611897009746
2017-01-01 01:00:00,0.006,0.004261715462915067,0.9382424715576718,0.9365041870205869
2017-01-01 01:01:00,0.006,0.004261722154303177,0.9382371876862834,0.9364989098405866
2017-01-01 01:02:00,0.006,0.004261716473565769,0.9378575765341282,0.9361192930076939
2017-01-01 01:03:00,0.006,0.004261750799843117,0.9382786406669936,0.9365403914668368
2017-01-01 01:04:00,0.006,0.00426171448115964,0.9377500705467128,0.9360117850278724
