,Demand,Lost Load,RES production,Bat Inflow,Bat Outflow,Curtailment,Genset production,Bat SoC,Diesel consumption
2011-01-01 00:20:00,89.8,0.0,0.0,0.00022642605345889622,106.70052600469404,2.6431927431143813e-05,4.661249910126621e-08,664454.381474986,1.579014197197365e-08
2011-01-01 00:21:00,88.9,0.0,0.0,0.00022791551729826453,105.80110249590412,2.652186605315687e-05,4.723827954744025e-08,664343.0121099164,1.6002127217967565e-08
2011-01-01 00:22:00,86.2,0.0,0.0,0.00022836739418763928,93.60144422720205,2.6524532547385763e-05,4.7594499138072226e-08,664244.4844908369,1.6122797811000076e-08
2011-01-01 00:23:00,85.4,0.0,0.0,0.00022851995110276463,105.70181802224482,2.6513897852901766e-05,4.808453956512603e-08,664133.2196363285,1.62888006656931e-08
2011-01-01 00:24:00,86.4,0.0,0.0,0.00022914965452662398,116.48510400981104,2.6549130798943263e-05,4.9117948182395813e-08,664010.603955063,1.6638871335499936e-08
2011-01-01 00:25:00,87.1,0.0,0.0,0.00023154163417928942,117.19607194473029,2.6474231020564157e-05,4.769128006580007e-08,663887.2398887699,1.6155582678116557e-08
2011-01-01 00:26:00,84.1,0.0,0.0,0.00023264700445935768,104.00163039455524,2.6530538574203364e-05,4.7721927014708524e-08,663777.7647093313,1.616596443587687e-08
2011-01-01 00:27:00,82.4,0.0,0.0,0.00023212151228220023,117.30131828877721,2.6521569823577855e-05,4.808295422838201e-08,663654.2898579638,1.6288263627500683e-08
2011-01-01 00:28:00,79.0,0.0,0.0,0.00023139453087659724,109.00132664607142,2.651486303813454e-05,4.868011823032672e-08,663539.5518392138,1.6490554956072738e-08
2011-01-01 00:29:00,78.5,0.0,0.0,0.00023128479662799274,122.70175803660172,2.655470054766047e-05,4.933817696146497e-08,663410.3923136326,1.6713474580442063e-08
2011-01-01 00:30:00,75.6,0.0,0.0,0.0002337701848814924,118.50073122838702,2.6454900308074092e-05,4.665017207330297e-08,663285.6549238949,1.580290381886957e-08
2011-01-01 00:31:00,73.9,0.0,0.0,0.00023343203011294425,120.30123451408656,2.652625982339437e-05,4.6876373043646e-08,663159.0222672381,1.5879530163836722e-08
2011-01-01 00:32:00,68.3,0.0,0.0,0.00023229135786873023,92.50132968586672,2.6528550668923716e-05,4.738994513346435e-08,663061.652667193,1.6053504449005538e-08
2011-01-01 00:33:00,63.3,0.0,0.0,0.00023074829967003295,73.80147991764254,2.652604181165234e-05,4.792156772996324e-08,662983.9671180695,1.6233593404459094e-08
2011-01-01 00:34:00,61.9,0.0,0.0,0.00022973682719643366,72.40207187508825,2.6568125752938875e-05,4.8465327943778456e-08,662907.7546290825,1.641779401889514e-08
2011-01-01 00:35:00,58.1,0.0,0.0,0.0002318874022312718,64.00125628116743,2.6450477771433824e-05,4.4790785125529126e-08,662840.3851059218,1.5173030191574907e-08
2011-01-01 00:36:00,58.8,0.0,0.0,0.00023047508500380473,72.70181498490825,2.6524653347378825e-05,4.536721118483475e-08,662763.8570985808,1.5368296471827488e-08
2011-01-01 00:37:00,56.9,0.0,0.0,0.00022838103071217558,62.80245945805367,2.6529441329453664e-05,4.5932402253914716e-08,662697.7494634816,1.5559756861082223e-08
2011-01-01 00:38:00,55.0,0.0,0.0,0.00022617387456896855,67.00318344803716,2.6522824552759968e-05,4.6357350985199766e-08,662627.2200115594,1.5703709683333255e-08
2011-01-01 00:39:00,50.7,0.0,0.0,0.00022452139409088199,83.98723565153473,2.6564536655112532e-05,4.727557128762535e-08,662538.8126083795,1.60147599212823e-08
2011-01-01 00:40:00,49.3,0.0,0.0,0.00022600872186862324,76.80005621355902,2.6443579444514222e-05,4.360561082358582e-08,662457.9706586525,1.4771548381973516e-08
2011-01-01 00:41:00,49.0,0.0,0.0,0.00022402521446284861,96.99047813071091,2.6520232387532517e-05,4.5275554476730853e-08,662355.8756313206,1.533724745146709e-08
2011-01-01 00:42:00,51.1,0.0,0.0,0.00022180238013258004,85.30008918649962,2.6518484727198893e-05,4.5808921066010033e-08,662266.0862744682,1.55179271903828e-08
2011-01-01 00:43:00,51.2,0.0,0.0,0.00021985528281955437,84.6066015924945,2.6505791655266902e-05,4.59226287707952e-08,662177.0269027071,1.555644606056748e-08
2011-01-01 00:44:00,52.8,0.0,0.0,0.00021837357464562146,92.39504906597762,2.6536166511463612e-05,4.6326394469209574e-08,662079.7691637768,1.569322305867533e-08
2011-01-01 00:45:00,53.2,0.0,0.0,0.0002192302113727452,92.80036611426726,2.6450890764711066e-05,4.404868993345194e-08,661982.0847761357,1.492164293138616e-08
2011-01-01 00:46:00,52.3,0.0,0.0,0.0002177879271947512,99.0017625467267,2.651460685973419e-05,4.529180705461567e-08,661877.8726014228,1.5342753067281734e-08
2011-01-01 00:47:00,52.1,0.0,0.0,0.0002168341105229449,90.99905387144366,2.6486039052654143e-05,4.4785172915419504e-08,661782.0843296557,1.5171129036388723e-08
2011-01-01 00:48:00,53.0,0.0,0.0,0.00021482893194260623,78.70148151265198,2.65015215835873e-05,4.5702512129191846e-08,661699.2408689931,1.5481880802571765e-08
2011-01-01 00:49:00,53.4,0.0,0.0,0.00021412930852768948,89.39959771707309,2.6532596279934367e-05,4.591808521952396e-08,661605.1362327138,1.5554906917182915e-08
2011-01-01 00:50:00,55.3,0.0,0.0,0.00021524116026561428,91.29916118437096,2.6447977119625523e-05,4.397299516709747e-08,661509.0320569988,1.4896001072864999e-08
2011-01-01 00:51:00,56.7,0.0,0.0,0.00021418070671935276,81.60354878205666,2.6521098740766468e-05,4.53152693973255e-08,661423.1337880553,1.5350701015354166e-08
2011-01-01 00:52:00,54.6,0.0,0.0,0.00021414974537925643,79.49912254500508,2.648137918544779e-05,4.404794925238543e-08,661339.4507046081,1.4921392023165796e-08
2011-01-01 00:53:00,54.4,0.0,0.0,0.00021297067154991446,64.70227578443378,2.6502942337511738e-05,4.484402081663642e-08,661271.3432482098,1.519106396227521e-08
2011-01-01 00:54:00,53.1,0.0,0.0,0.00021279687171141346,53.10909866974755,2.654450289510124e-05,4.511710195280342e-08,661215.4391359776,1.5283571122223382e-08
2011-01-01 00:55:00,52.5,0.0,0.0,0.00021381240224597423,65.99017614258864,2.6439785311852723e-05,4.247900835881607e-08,661145.9759957915,1.4389907980628751e-08
2011-01-01 00:56:00,51.4,0.0,0.0,0.0002132440122604492,74.20045200108173,2.6513682559608194e-05,4.46380816023943e-08,661067.8704594082,1.5121301355824628e-08
2011-01-01 00:57:00,50.1,0.0,0.0,0.00021226663858634788,72.90228906955977,2.6529808390528227e-05,4.5575628114488505e-08,660991.1314094093,1.543889841276711e-08
2011-01-01 00:58:00,48.0,0.0,0.0,0.00021231656140465946,70.79933284312298,2.6487526415557608e-05,4.5214409787645216e-08,660916.6059975909,1.5316534480909627e-08
2011-01-01 00:59:00,48.3,0.0,0.0,0.00021170332895779388,90.00067906627828,2.6547503278873097e-05,4.6017416177578057e-08,660821.8686417972,1.5588555615710723e-08
2011-01-01 01:00:00,49.2,0.0,0.0,0.00021297561774806994,87.60069274614989,2.6450297641124952e-05,4.4695271574701447e-08,660729.6575886018,1.5140674652676643e-08
2011-01-01 01:01:00,49.0,0.0,0.0,0.0002127737427201552,87.40068255871643,2.651613352081882e-05,4.614993979544765e-08,660637.6570722589,1.5633448440192295e-08
2011-01-01 01:02:00,48.7,0.0,0.0,0.00021218232557386647,81.90210201510033,2.653429697554931e-05,4.632218245025231e-08,660551.4445348688,1.56917962229852e-08
2011-01-01 01:03:00,51.0,0.0,0.0,0.00021227516188460473,94.39777061756519,2.6488945335357982e-05,4.638172640528651e-08,660452.0786621959,1.57119669394602e-08
2011-01-01 01:04:00,51.7,0.0,0.0,0.0002120285942651427,77.5013651301863,2.655747706946653e-05,4.650775630164979e-08,660370.4984792755,1.5754659993783806e-08
2011-01-01 01:05:00,49.7,0.0,0.0,0.00021351303297556133,75.50116637466553,2.6443014816326586e-05,4.666293515163449e-08,660291.0237701396,1.5807227354889732e-08
2011-01-01 01:06:00,50.4,0.0,0.0,0.00021356760572952818,76.2011072501085,2.6515031790873434e-05,4.735408445243508e-08,660210.8122812248,1.6041356521827603e-08
2011-01-01 01:07:00,49.3,0.0,0.0,0.00021327876966906797,93.30160208130266,2.6530758745323757e-05,4.685885086543754e-08,660112.6002711224,1.5873594466611634e-08
2011-01-01 01:08:00,48.5,0.0,0.0,0.00021336434807513356,82.30037893572398,2.6506264238918344e-05,4.680736984154086e-08,660025.9684959915,1.585615509537292e-08
2011-01-01 01:09:00,47.0,0.0,0.0,0.0002134925230071463,67.2010318357256,2.6564818995544406e-05,4.657124497119674e-08,659955.2307705613,1.5776166995662853e-08
2011-01-01 01:10:00,48.2,0.0,0.0,0.00021443311207735476,60.901039447096565,2.6442285177624156e-05,4.833765760382273e-08,659891.12461696,1.637454525874754e-08
2011-01-01 01:11:00,47.6,0.0,0.0,0.00021473961767046407,70.40083680865503,2.6516745793634553e-05,4.742309906785412e-08,659817.0186769714,1.606473545659015e-08
