,0
0,57470.59600000009
1,71345.50500000008
2,79145.45000000007
3,88755.41300000007
4,94105.39700000006
5,95265.38600000001
6,102045.37699999993
7,107625.36899999982
8,113430.35299999977
9,117850.3469999997
10,112480.33499999974
11,106260.32299999984
12,104470.31999999988
13,99630.32699999993
14,98985.32699999995
15,99450.31899999992
16,98135.31999999996
17,96150.32099999995
18,94455.321
19,94105.31699999998
20,91510.31600000004
21,93140.31400000001
22,91600.31900000002
23,91990.316
24,88080.31700000001
25,87725.31000000007
26,86655.30600000006
27,82800.31400000006
28,78580.32100000007
29,79400.31200000006
30,76280.32000000007
31,74055.32400000007
32,73645.31800000007
33,71650.31400000006
34,68910.30700000006
35,65210.30700000005
36,61240.30300000004
37,60020.30100000004
38,58665.30200000005
39,55805.30400000004
40,54910.30700000004
41,56495.30400000004
42,54790.30100000004
43,51885.305000000044
44,51895.309000000045
45,51060.30600000005
46,53935.30700000005
47,52180.309000000045
48,50490.309000000045
49,50080.30200000005
50,51970.30400000005
51,49970.305000000044
52,50135.30700000005
53,50325.30400000004
54,50440.30600000005
55,52160.30700000005
56,53075.31000000005
57,52150.313000000046
58,51595.31200000005
59,53485.31400000005
60,51320.31700000005
61,52030.31200000005
62,51580.31400000005
63,51640.31600000005
64,50865.31800000005
65,49670.31500000005
66,48965.31500000005
67,49925.32000000005
68,50115.32400000005
69,53700.32200000005
70,54895.32600000005
71,57330.32100000005
72,56510.32200000005
73,57335.32000000005
74,56565.31800000005
75,57375.32400000006
76,57920.327000000056
77,56805.33000000005
78,57055.33100000006
79,52935.32800000005
80,51845.32800000005
81,47545.33300000005
82,49600.33000000005
83,47970.327000000056
84,48695.329000000056
85,47210.33100000006
86,46690.33700000005
87,49020.32800000005
88,49425.329000000056
89,49830.327000000056
90,48995.32600000005
91,49390.32600000005
92,48085.327000000056
93,50410.33500000005
94,52010.33300000005
95,51240.342000000055
96,51305.33700000005
97,52270.33900000005
98,52490.336000000054
99,55535.336000000054
100,55855.33200000005
101,58450.33400000005
102,57710.33500000006
103,57670.338000000054
104,56040.33900000006
105,57265.342000000055
106,58215.33400000005
107,56635.33100000006
108,55960.33900000006
109,52780.336000000054
110,53265.33500000006
111,50575.33700000005
112,51830.34000000005
113,49590.34300000005
114,50780.342000000055
115,51300.34300000005
116,52050.34900000005
117,53365.34500000005
118,53945.34300000005
119,52990.34200000005
120,52605.34300000005
121,51940.34400000005
122,50365.34700000005
123,52080.344000000056
124,54125.34700000005
125,52805.35100000005
126,52020.34700000005
127,51755.35200000005
128,51390.34900000005
129,54035.35000000006
130,52605.35200000006
131,55130.34900000005
132,55805.346000000056
133,55340.34500000005
134,53230.34700000006
135,54510.35100000006
136,55035.35600000006
137,53125.361000000055
138,53690.35500000006
139,52080.35000000006
140,53520.35500000006
141,51905.35200000006
142,52930.35200000005
143,52520.35500000005
144,52280.357000000055
145,51935.35600000006
146,53780.35400000006
147,57000.345000000045
148,55635.346000000056
149,56555.34200000005
150,57640.338000000054
151,57940.32900000005
152,57755.33000000005
153,59750.327000000056
154,61435.32800000005
155,58690.33500000006
156,55640.33200000005
157,53135.33400000005
158,52940.327000000056
159,56990.32600000005
160,55675.32600000005
161,57660.327000000056
162,57170.325000000055
163,55250.329000000056
164,53380.32400000005
165,56420.32400000006
166,56665.321000000054
167,55185.32000000005
168,56265.32100000005
169,53105.32000000005
170,52695.31700000005
171,50995.31700000005
172,52015.31900000005
173,52475.31700000005
174,52780.32100000005
175,51835.32300000005
176,52180.31700000005
177,53880.31900000005
178,53945.31700000005
179,54475.31100000005
180,55975.31200000005
181,57060.312000000056
182,57675.30700000005
183,59130.30700000005
184,59255.31100000005
185,56595.31400000005
186,55330.31600000005
187,53935.319000000054
188,53435.31900000005
189,54915.31700000005
190,55290.31800000005
191,56075.31700000005
192,55635.317000000054
193,54715.317000000054
194,55030.31500000005
195,57025.31800000005
196,58805.319000000054
197,57875.32500000005
198,58575.32900000005
199,55950.32800000005
200,54275.33000000005
201,53315.33100000006
202,54415.32800000005
203,54535.327000000056
204,54805.323000000055
205,54370.32800000006
206,52580.32500000005
207,56095.32500000005
208,55035.32300000005
209,54945.32200000005
210,55915.32400000005
211,56430.32800000005
212,55050.32800000006
213,56425.329000000056
214,55850.329000000056
215,54280.32600000005
216,53655.32400000005
217,51730.315000000046
218,51220.31700000005
219,53670.315000000046
220,54190.31600000005
221,55390.31700000005
222,54990.32000000005
223,52275.32400000005
224,52600.32500000005
225,53570.32600000005
226,55800.32800000005
227,54660.32800000005
228,55370.32900000005
229,54390.332000000046
230,52765.32700000005
231,50490.32500000005
232,51825.328000000045
233,53550.326000000045
234,54300.33000000005
235,54985.32600000005
236,53225.32700000005
237,57570.32900000005
238,55590.327000000056
239,54135.32800000005
240,54845.33500000006
241,54625.338000000054
242,53725.34100000005
243,53770.336000000054
244,52735.33300000005
245,51310.33200000005
246,51220.325000000055
247,49390.32600000005
248,50360.327000000056
249,50620.33000000006
250,53310.32600000005
251,54670.32500000005
252,54290.32500000005
253,53605.327000000056
254,53655.32900000005
