,Demand,Lost Load,Curtailment,Electric resistance consumption,RES production,BESS outflow,BESS inflow,Genset production,Diesel consumption,BESS state of charge
2017-01-07 14:28:00,75.489,0.0,0.0001373547640923789,384.11242686785107,2.866668002342262e-08,1.2624259078134522e-05,1.4267993141559758e-05,459.6015658376826,2.5948597890564735,8.563754669462695e-05
2017-01-07 14:29:00,76.083,0.0,0.00013666859476302307,370.8673990822758,2.866668002342262e-08,1.2620387580802818e-05,1.4271323576849071e-05,446.95053737313987,2.5234334765872846,8.564209900949193e-05
2017-01-07 14:30:00,72.333,0.0,0.00014202319684386566,432.4474241484917,2.737717538569081e-08,1.2625863543719437e-05,1.4267550389102232e-05,504.78056778599824,2.849935454979665,8.564649551269274e-05
2017-01-07 14:31:00,73.303,0.0,0.00013993769141507073,406.73541565715584,2.737717538569081e-08,1.2623078574528846e-05,1.4269686511387148e-05,480.0385572140781,2.710244790052383,8.565099463118294e-05
2017-01-07 14:32:00,71.283,0.0,0.00012202489429569141,380.7482622770058,2.737717538569081e-08,1.2637286444728635e-05,1.4254378523742735e-05,452.031385891615,2.552119387373617,8.565498217807679e-05
2017-01-07 14:33:00,72.213,0.0,0.00012056404440841106,339.12225954370194,2.737717538569081e-08,1.2635455052733982e-05,1.4255717969514263e-05,411.33538170063207,2.322354232727146,8.565902306254612e-05
2017-01-07 14:34:00,71.115,0.0,0.0001204495846707232,336.93125926669995,2.737717538569081e-08,1.2630617868322931e-05,1.4260047068326764e-05,408.0463813183366,2.3037848990420993,8.56632173539644e-05
2017-01-07 14:35:00,69.358,0.0,0.00011898722945602458,296.32025368271127,2.737717538569081e-08,1.2647830522942482e-05,1.4244139872797651e-05,365.6783742388729,2.0645798003549736,8.566685780505663e-05
2017-01-07 14:36:00,70.942,0.0,0.00011921369488732125,300.8032503667612,2.737717538569081e-08,1.2642182099727867e-05,1.4249272255801486e-05,371.745371160169,2.0988333963424175,8.567069854826403e-05
2017-01-07 14:37:00,70.74,0.0,0.00011811745315526423,267.4162457654792,2.737717538569081e-08,1.2640592555405745e-05,1.4250368962315284e-05,338.15636546533153,1.9091935719587372,8.567456460849356e-05
2017-01-07 14:38:00,70.07,0.0,0.00011776895382809016,257.2652406302286,2.737717538569081e-08,1.2636783592105379e-05,1.4253672308987874e-05,327.33535998869394,1.8480993675965105,8.567854979562964e-05
2017-01-07 14:39:00,69.92,0.0,0.0001165804909533108,221.2372361348996,2.737717538569081e-08,1.2636258080223539e-05,1.4253758485635506e-05,291.15735430551376,1.6438423346065592,8.5682545566736e-05
2017-01-07 14:40:00,72.825,0.0,0.00011913837812471684,288.0122444227312,2.6980404727927178e-08,1.2640018488249086e-05,1.4251190468681906e-05,360.8373651453009,2.0372479965294765,8.568643470550332e-05
2017-01-07 14:41:00,73.831,0.0,0.00011993424391221197,310.2682468775067,2.6980404727927178e-08,1.263266599139056e-05,1.42580239319446e-05,384.09936841012814,2.168582703309215,8.569058096618789e-05
2017-01-07 14:42:00,75.362,0.0,0.00011867314171354337,270.48024272522537,2.6980404727927178e-08,1.2631292811423256e-05,1.425890523558404e-05,345.8423629989991,1.9525878669771854,8.569474533748072e-05
2017-01-07 14:43:00,77.276,0.0,0.00011764748524001334,237.50023743357013,2.6980404727927178e-08,1.2629807388896738e-05,1.4259892943384355e-05,314.7763566841605,1.7771926190388465,8.569895140752472e-05
